,ISO,dt_00,dt_01,dt_02,dt_03,dt_04,dt_05,dt_06,dt_07,dt_08,dt_09,dt_10,dt_11,dt_12,evaldt_00,evaldt_01,evaldt_02,evaldt_03,evaldt_04,evaldt_05,evaldt_06,evaldt_07,evaldt_08,evaldt_09,evaldt_10,evaldt_11,evaldt_12
723,YEM,7,7,6,6,6,6,6,6,6,6,6,6,6,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04
724,ZMB,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04
725,ZWE,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04
726,ALB,7,7,7,7,7,7,7,7,7,7,7,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
727,DZA,5,5,5,5,5,5,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
728,AGO,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
729,ATG,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
730,ARG,6,6,6,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
731,ARM,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
732,ABW,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
733,AZE,7,7,7,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
734,BHS,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
735,BHR,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
736,BGD,5,5,5,5,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
737,BLR,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
738,BEN,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
739,BOL,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
740,BIH,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
741,BWA,2,2,2,2,2,2,2,2,2,2,2,2,2,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
742,BRA,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
743,BGR,5,5,5,5,5,5,5,5,5,5,5,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
744,BFA,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
745,CPV,6,6,6,6,6,6,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
746,CMR,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
747,CAF,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
748,TCD,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
749,CHN,2,2,2,2,2,2,2,2,2,2,2,2,2,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
750,COL,5,5,5,5,5,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
751,COG,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
752,CRI,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
753,CIV,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
754,HRV,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
755,CUB,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
756,PRK,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
757,COD,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
758,DOM,5,5,5,5,5,5,5,5,5,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
759,ECU,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
760,EGY,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
761,SLV,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
762,GNQ,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
763,ETH,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
764,GAB,6,6,6,6,6,6,6,6,6,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
765,GMB,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
766,GEO,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
767,GHA,6,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
768,GTM,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
769,GIN,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
770,GNB,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
771,GUY,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
772,HTI,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
773,HND,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
774,HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
775,IND,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
776,IDN,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
777,IRN,5,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
778,IRQ,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
779,JAM,5,5,5,5,5,5,5,5,5,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
780,JOR,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
781,KAZ,6,6,6,6,6,6,6,6,6,6,5,5,5,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
782,KEN,6,6,6,6,6,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
783,KWT,3,2,2,2,2,2,2,2,2,2,2,2,2,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
784,KGZ,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
785,LAO,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
786,LBN,5,6,6,6,6,6,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
787,LSO,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
788,LBR,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
789,LBY,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
790,MDG,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
791,MWI,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
792,MYS,2,2,2,2,2,2,2,2,2,2,2,2,2,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
793,MDV,5,5,5,5,5,5,5,5,5,5,5,5,5,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
794,MLI,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
795,MRT,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
796,MUS,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
797,MEX,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
798,MDA,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
799,MNG,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
800,MAR,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
801,MOZ,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
802,MMR,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
803,NPL,6,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
804,NIC,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
805,NER,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
806,NGA,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
807,MKD,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
808,OMN,4,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
809,PAK,7,7,7,7,7,7,7,7,7,7,7,7,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
810,PAN,4,4,4,4,4,4,4,4,4,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
811,PNG,5,5,5,5,5,5,5,5,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
812,PRY,6,6,6,6,6,6,6,6,6,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
813,PER,5,5,5,5,5,5,5,5,5,5,5,5,5,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
814,PHL,4,4,4,4,4,4,4,4,5,5,5,5,5,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
815,QAT,4,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
816,ROU,6,6,6,6,6,6,6,5,5,5,5,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
817,RUS,6,6,6,5,5,5,5,5,5,4,4,4,4,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
818,RWA,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
819,SAU,3,3,3,3,3,3,3,3,3,3,3,3,3,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
820,SEN,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
821,SRB,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
822,SLE,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
823,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04
