,ISO,dt_00,dt_01,dt_02,dt_03,dt_04,dt_05,dt_06,dt_07,dt_08,dt_09,dt_10,dt_11,dt_12,evaldt_00,evaldt_01,evaldt_02,evaldt_03,evaldt_04,evaldt_05,evaldt_06,evaldt_07,evaldt_08,evaldt_09,evaldt_10,evaldt_11,evaldt_12
5941,BIH,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5942,BWA,3,3,3,3,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5943,BRA,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5944,BGR,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5945,BFA,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5946,BDI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5947,CPV,5,5,5,5,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5948,KHM,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5949,CMR,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5950,CAF,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5951,TCD,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5952,CHN,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5953,COL,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5954,COG,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5955,CRI,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5956,CIV,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5957,HRV,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5958,CUB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5959,PRK,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5960,COD,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5961,DOM,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5962,ECU,7,7,7,7,7,7,7,7,7,7,7,7,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5963,EGY,4,5,5,5,5,5,5,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5964,SLV,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5965,GNQ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5966,ERI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5967,SWZ,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5968,ETH,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5969,GAB,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5970,GMB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5971,GEO,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5972,GHA,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5973,GTM,5,5,5,5,5,5,5,5,5,5,5,5,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5974,GIN,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5975,GNB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5976,HTI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5977,HND,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5978,HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5979,IND,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5980,IDN,4,4,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5981,IRN,6,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5982,IRQ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5983,JAM,6,6,6,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5984,JOR,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5985,KAZ,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5986,KEN,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5987,KWT,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5988,KGZ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5989,LAO,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5990,LBN,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5991,LSO,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5992,LBR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5993,LBY,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5994,MDG,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5995,MWI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5996,MYS,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5997,MDV,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5998,MLI,6,6,6,6,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
5999,MRT,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6000,MUS,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6001,MEX,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6002,MDA,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6003,MNG,5,5,5,5,5,5,5,5,5,5,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6004,MNE,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6005,MAR,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6006,MOZ,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6007,MMR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6008,NAM,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6009,NPL,7,7,7,7,7,7,7,7,7,7,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6010,NIC,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6011,NER,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6012,NGA,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6013,MKD,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6014,OMN,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6015,PAK,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6016,PAN,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6017,PNG,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6018,PRY,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6019,PER,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6020,PHL,4,4,4,4,4,4,4,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6021,QAT,2,2,2,2,2,2,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6022,ROU,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6023,RUS,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6024,RWA,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6025,SAU,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6026,SEN,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6027,SRB,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6028,SLE,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6029,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6030,SOM,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6031,ZAF,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6032,LKA,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6033,SDN,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6034,SYR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6035,TWN,1,1,1,1,1,1,1,1,1,1,1,1,1,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6036,TJK,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6037,TZA,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6038,THA,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6039,TGO,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6040,TTO,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
6041,TUN,3,3,3,3,3,3,4,4,4,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
