,ISO,dt_00,dt_01,dt_02,dt_03,evaldt_00,evaldt_01,evaldt_02,evaldt_03
6386,OMN,2,2,2,2,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6387,PAK,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6388,PAN,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6389,PNG,5,5,5,5,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6390,PRY,5,5,5,5,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6391,PER,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6392,PHL,4,4,4,4,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6393,QAT,2,2,2,2,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6394,ROU,4,4,4,4,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6395,RUS,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6396,RWA,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6397,SAU,2,2,2,2,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6398,SEN,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6399,SRB,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6400,SLE,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6401,SGP,0,0,0,0,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6402,SOM,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6403,ZAF,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6404,LKA,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6405,SDN,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6406,SYR,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6407,TWN,1,1,1,1,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6408,TJK,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6409,TZA,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6410,THA,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6411,TGO,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6412,TTO,2,2,2,2,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6413,TUN,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6414,TUR,4,4,4,4,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6415,TKM,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6416,UGA,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6417,UKR,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6418,ARE,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6419,URY,3,3,3,3,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6420,UZB,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6421,VEN,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6422,VNM,5,5,5,5,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6423,YEM,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6424,ZMB,6,6,6,6,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6425,ZWE,7,7,7,7,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12
6426,AFG,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6427,ALB,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6428,DZA,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6429,AGO,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6430,ATG,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6431,ARG,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6432,ARM,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6433,AZE,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6434,BHS,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6435,BHR,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6436,BGD,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6437,BLR,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6438,BEN,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6439,BOL,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6440,BIH,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6441,BWA,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6442,BRA,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6443,BGR,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6444,BFA,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6445,BDI,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6446,CPV,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6447,KHM,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6448,CMR,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6449,CAF,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6450,TCD,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6451,CHN,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6452,COL,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6453,COG,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6454,CRI,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6455,CIV,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6456,HRV,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6457,CUB,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6458,PRK,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6459,COD,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6460,DOM,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6461,ECU,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6462,EGY,4,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6463,SLV,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6464,GNQ,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6465,ERI,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6466,SWZ,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6467,ETH,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6468,GAB,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6469,GMB,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6470,GEO,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6471,GHA,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6472,GTM,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6473,GIN,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6474,GNB,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6475,HTI,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6476,HND,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6477,HKG,1,1,1,1,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6478,IND,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6479,IDN,4,4,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6480,IRN,6,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6481,IRQ,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6482,JAM,6,6,6,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6483,JOR,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6484,KAZ,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6485,KEN,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6486,KWT,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6487,KGZ,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6488,LAO,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6489,LBN,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6490,LSO,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6491,LBR,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6492,LBY,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6493,MDG,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6494,MWI,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6495,MYS,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6496,MDV,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6497,MLI,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6498,MRT,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6499,MUS,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6500,MEX,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6501,MDA,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6502,MNG,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6503,MNE,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6504,MAR,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6505,MOZ,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6506,MMR,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6507,NAM,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6508,NPL,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6509,NIC,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6510,NER,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6511,NGA,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6512,MKD,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6513,OMN,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6514,PAK,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6515,PAN,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6516,PNG,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6517,PRY,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6518,PER,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6519,PHL,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6520,QAT,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6521,ROU,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6522,RUS,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6523,RWA,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6524,SAU,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6525,SEN,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6526,SRB,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6527,SLE,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6528,SGP,0,0,0,0,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6529,SOM,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6530,ZAF,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6531,LKA,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6532,SDN,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6533,SYR,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6534,TWN,1,1,1,1,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6535,TJK,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6536,TZA,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6537,THA,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6538,TGO,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6539,TTO,2,2,2,2,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6540,TUN,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6541,TUR,4,4,4,4,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6542,TKM,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6543,UGA,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6544,UKR,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6545,ARE,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6546,URY,3,3,3,3,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6547,UZB,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6548,VEN,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6549,VNM,5,5,5,5,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6550,YEM,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6551,ZMB,6,6,6,6,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6552,ZWE,7,7,7,7,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12
6553,AFG,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6554,ALB,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6555,DZA,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6556,AGO,6,6,6,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6557,ATG,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6558,ARG,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6559,ARM,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6560,AZE,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6561,BHS,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6562,BHR,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6563,BGD,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6564,BLR,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6565,BEN,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6566,BOL,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6567,BIH,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6568,BWA,3,3,3,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6569,BRA,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6570,BGR,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6571,BFA,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6572,BDI,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6573,CPV,5,5,5,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6574,KHM,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6575,CMR,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6576,CAF,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6577,TCD,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6578,CHN,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6579,COL,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6580,COG,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6581,CRI,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6582,CIV,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6583,HRV,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6584,CUB,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6585,PRK,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6586,COD,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6587,DOM,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6588,ECU,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6589,EGY,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6590,SLV,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6591,GNQ,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6592,ERI,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6593,SWZ,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6594,ETH,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6595,GAB,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6596,GMB,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6597,GEO,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6598,GHA,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6599,GTM,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6600,GIN,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6601,GNB,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6602,HTI,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6603,HND,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6604,HKG,1,1,1,1,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6605,IND,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6606,IDN,4,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6607,IRN,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6608,IRQ,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6609,JAM,6,6,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6610,JOR,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6611,KAZ,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6612,KEN,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6613,KWT,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6614,KGZ,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6615,LAO,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6616,LBN,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6617,LSO,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6618,LBR,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6619,LBY,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6620,MDG,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6621,MWI,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6622,MYS,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6623,MDV,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6624,MLI,6,6,6,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6625,MRT,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6626,MUS,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6627,MEX,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6628,MDA,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6629,MNG,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6630,MNE,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6631,MAR,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6632,MOZ,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6633,MMR,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6634,NAM,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6635,NPL,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6636,NIC,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6637,NER,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6638,NGA,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6639,MKD,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6640,OMN,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6641,PAK,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6642,PAN,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6643,PNG,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6644,PRY,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6645,PER,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6646,PHL,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6647,QAT,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6648,ROU,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6649,RUS,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6650,RWA,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6651,SAU,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6652,SEN,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6653,SRB,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6654,SLE,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6655,SGP,0,0,0,0,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6656,SOM,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6657,ZAF,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6658,LKA,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6659,SDN,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6660,SYR,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6661,TWN,1,1,1,1,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6662,TJK,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6663,TZA,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6664,THA,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6665,TGO,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6666,TTO,2,2,2,2,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6667,TUN,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6668,TUR,4,4,4,4,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6669,TKM,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6670,UGA,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6671,UKR,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6672,ARE,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6673,URY,3,3,3,3,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6674,UZB,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6675,VEN,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6676,VNM,5,5,5,5,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6677,YEM,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6678,ZMB,6,6,6,6,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6679,ZWE,7,7,7,7,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12
6680,AFG,7,7,7,7,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13
6681,ALB,6,6,6,6,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13
