,input_option,indicators,type_of_score,iter_no,loss,accuracy,mean squared error
24,ev_nm_10_2_5_1_cnt__36,1,cnt,0,0.10645298659801483,0.9803076982498169,0.012877821922302246
25,ev_nm_10_2_5_1_tone__36,1,tone,0,0.12505748867988586,0.9772307872772217,0.014949939213693142
26,ev_nm_10_2_5_2_cnt__36,2,cnt,0,0.1220880001783371,0.9778461456298828,0.01462643314152956
27,ev_nm_10_2_5_2_tone__36,2,tone,0,0.1272638738155365,0.9772307872772217,0.015017548575997353
28,ev_nm_10_2_5_3_cnt__36,3,cnt,0,0.11785858869552612,0.9778461456298828,0.014484552666544914
29,ev_nm_10_2_5_3_tone__36,3,tone,0,0.11817256361246109,0.9778461456298828,0.014516661874949932
30,ev_nm_10_2_5_4_cnt__36,4,cnt,0,0.11746006458997726,0.9784615635871887,0.014095812104642391
31,ev_nm_10_2_5_4_tone__36,4,tone,0,0.11105119436979294,0.9790769219398499,0.013655340299010277
32,ev_nm_10_2_10_0_cnt__36,0,cnt,0,0.13043896853923798,0.9753845930099487,0.016085101291537285
33,ev_nm_10_2_10_0_tone__36,0,tone,0,0.11269836127758026,0.9790769219398499,0.013685050420463085
34,ev_nm_10_2_10_1_cnt__36,1,cnt,0,0.10576219856739044,0.980923056602478,0.012511721812188625
35,ev_nm_10_2_10_1_tone__36,1,tone,0,0.13014714419841766,0.9747692346572876,0.01643555983901024
36,ev_nm_10_2_10_2_cnt__36,2,cnt,0,0.13039150834083557,0.9760000109672546,0.01573321223258972
37,ev_nm_10_2_10_2_tone__36,2,tone,0,0.14190112054347992,0.9735384583473206,0.017318284139037132
38,ev_nm_10_2_10_3_cnt__36,3,cnt,0,0.13564640283584595,0.9753845930099487,0.01613990217447281
39,ev_nm_10_2_10_3_tone__36,3,tone,0,0.1315828263759613,0.9766153693199158,0.01550503820180893
40,ev_nm_10_2_10_4_cnt__36,4,cnt,0,0.09181588143110275,0.984000027179718,0.01052771508693695
41,ev_nm_10_2_10_4_tone__36,4,tone,0,0.11190254986286163,0.9803076982498169,0.012978406623005867
42,ev_nm_15_1_5_0_cnt__36,0,cnt,0,0.11220406740903854,0.9790769219398499,0.01369354035705328
43,ev_nm_15_1_5_0_tone__36,0,tone,0,0.08676041662693024,0.9858461618423462,0.009523971937596798
44,ev_nm_15_1_5_1_cnt__36,1,cnt,0,0.10617243498563766,0.9803076982498169,0.01290109846740961
45,ev_nm_15_1_5_1_tone__36,1,tone,0,0.16007480025291443,0.9686154127120972,0.02044673077762127
46,ev_nm_15_1_5_2_cnt__36,2,cnt,0,0.1178775280714035,0.9778461456298828,0.014491142705082893
47,ev_nm_15_1_5_2_tone__36,2,tone,0,0.10302818566560745,0.9815384745597839,0.012125895358622074
48,ev_nm_15_1_5_3_cnt__36,3,cnt,0,0.12394184619188309,0.9766153693199158,0.01529900636523962
49,ev_nm_15_1_5_3_tone__36,3,tone,0,0.11936885118484497,0.9772307872772217,0.014912332408130169
50,ev_nm_15_1_5_4_cnt__36,4,cnt,0,0.10794716328382492,0.9803076982498169,0.012916486710309982
51,ev_nm_15_1_5_4_tone__36,4,tone,0,0.11343887448310852,0.9784615635871887,0.014151274226605892
52,ev_nm_15_1_10_0_cnt__36,0,cnt,0,0.125239759683609,0.9772307872772217,0.014962601475417614
53,ev_nm_15_1_10_0_tone__36,0,tone,0,0.11544998735189438,0.9784615635871887,0.014092721976339817
54,ev_nm_15_1_10_1_cnt__36,1,cnt,0,0.10883425921201706,0.980923056602478,0.012612591497600079
55,ev_nm_15_1_10_1_tone__36,1,tone,0,0.1092878133058548,0.9803076982498169,0.012965156696736813
56,ev_nm_15_1_10_2_cnt__36,2,cnt,0,0.12823712825775146,0.9760000109672546,0.015669817104935646
57,ev_nm_15_1_10_2_tone__36,2,tone,0,0.10067810118198395,0.982769250869751,0.0114009790122509
58,ev_nm_15_1_10_3_cnt__36,3,cnt,0,0.12522096931934357,0.9766153693199158,0.015297085978090763
59,ev_nm_15_1_10_3_tone__36,3,tone,0,0.13112176954746246,0.9747692346572876,0.016445783898234367
60,ev_nm_15_1_10_4_cnt__36,4,cnt,0,0.13206087052822113,0.9753845930099487,0.01605643890798092
61,ev_nm_15_1_10_4_tone__36,4,tone,0,0.09232430905103683,0.9833846092224121,0.01092409435659647
62,ev_nm_15_2_5_0_cnt__36,0,cnt,0,0.13424183428287506,0.9741538166999817,0.01684221439063549
63,ev_nm_15_2_5_0_tone__36,0,tone,0,0.13324590027332306,0.9753845930099487,0.01620817370712757
64,ev_nm_15_2_5_1_cnt__36,1,cnt,0,0.11685167253017426,0.9790769219398499,0.013758163899183273
65,ev_nm_15_2_5_1_tone__36,1,tone,0,0.13024821877479553,0.9760000109672546,0.015638520941138268
66,ev_nm_15_2_5_2_cnt__36,2,cnt,0,0.12784403562545776,0.9760000109672546,0.015691019594669342
67,ev_nm_15_2_5_2_tone__36,2,tone,0,0.10605452954769135,0.9803076982498169,0.012873183004558086
68,ev_nm_15_2_5_3_cnt__36,3,cnt,0,0.12035714834928513,0.9772307872772217,0.014866259880363941
69,ev_nm_15_2_5_3_tone__36,3,tone,0,0.1378149837255478,0.9735384583473206,0.01727656088769436
70,ev_nm_15_2_5_4_cnt__36,4,cnt,0,0.12018121033906937,0.9772307872772217,0.014876431785523891
71,ev_nm_15_2_5_4_tone__36,4,tone,0,0.11771254986524582,0.9784615635871887,0.014150119386613369
72,ev_nm_15_2_10_0_cnt__36,0,cnt,0,0.1622965931892395,0.9692307710647583,0.020080529153347015
73,ev_nm_15_2_10_0_tone__36,0,tone,0,0.13234588503837585,0.9747692346572876,0.01649000123143196
74,ev_nm_15_2_10_1_cnt__36,1,cnt,0,0.12366785854101181,0.9772307872772217,0.014928852207958698
75,ev_nm_15_2_10_1_tone__36,1,tone,0,0.11652093380689621,0.9778461456298828,0.014461304992437363
76,ev_nm_15_2_10_2_cnt__36,2,cnt,0,0.11162745952606201,0.9803076982498169,0.012946308590471745
77,ev_nm_15_2_10_2_tone__36,2,tone,0,0.12218356877565384,0.9772307872772217,0.014903035946190357
78,ev_nm_15_2_10_3_cnt__36,3,cnt,0,0.14382219314575195,0.9716923236846924,0.018436189740896225
79,ev_nm_15_2_10_3_tone__36,3,tone,0,0.11392975598573685,0.9790769219398499,0.013703687116503716
80,ev_nm_15_2_10_4_cnt__36,4,cnt,0,0.12152887135744095,0.9778461456298828,0.014551111496984959
81,ev_nm_15_2_10_4_tone__36,4,tone,0,0.12589724361896515,0.9772307872772217,0.014999954961240292
82,ev_nm_20_1_5_0_cnt__36,0,cnt,0,0.13588374853134155,0.9747692346572876,0.016534365713596344
83,ev_nm_20_1_5_0_tone__36,0,tone,0,0.12465955317020416,0.9766153693199158,0.015275311656296253
84,ev_nm_20_1_5_1_cnt__36,1,cnt,0,0.10805334150791168,0.9803076982498169,0.012910536490380764
85,ev_nm_20_1_5_1_tone__36,1,tone,0,0.11786023527383804,0.9790769219398499,0.013738762587308884
86,ev_nm_20_1_5_2_cnt__36,2,cnt,0,0.09342386573553085,0.984000027179718,0.010653332807123661
87,ev_nm_20_1_5_2_tone__36,2,tone,0,0.1252140998840332,0.9760000109672546,0.015647869557142258
88,ev_nm_20_1_5_3_cnt__36,3,cnt,0,0.12519052624702454,0.9766153693199158,0.015300354920327663
89,ev_nm_20_1_5_3_tone__36,3,tone,0,0.10180620849132538,0.980923056602478,0.01245881337672472
90,ev_nm_20_1_5_4_cnt__36,4,cnt,0,0.13710103929042816,0.9735384583473206,0.01724255084991455
91,ev_nm_20_1_5_4_tone__36,4,tone,0,0.12051889300346375,0.9766153693199158,0.015220497734844685
92,ev_nm_20_1_10_0_cnt__36,0,cnt,0,0.12501321732997894,0.9760000109672546,0.015654519200325012
93,ev_nm_20_1_10_0_tone__36,0,tone,0,0.12927478551864624,0.9747692346572876,0.016426214948296547
94,ev_nm_20_1_10_1_cnt__36,1,cnt,0,0.12380177527666092,0.9766153693199158,0.015273219905793667
95,ev_nm_20_1_10_1_tone__36,1,tone,0,0.10282190144062042,0.980923056602478,0.012486878782510757
96,ev_nm_20_1_10_2_cnt__36,2,cnt,0,0.12037181109189987,0.9778461456298828,0.014516254886984825
97,ev_nm_20_1_10_2_tone__36,2,tone,0,0.12087373435497284,0.9778461456298828,0.014507615007460117
98,ev_nm_20_1_10_3_cnt__36,3,cnt,0,0.11630479246377945,0.9784615635871887,0.014098512940108776
99,ev_nm_20_1_10_3_tone__36,3,tone,0,0.10990707576274872,0.979692280292511,0.013294230215251446
100,ev_nm_20_1_10_4_cnt__36,4,cnt,0,0.11987084895372391,0.9778461456298828,0.014531242661178112
101,ev_nm_20_1_10_4_tone__36,4,tone,0,0.1147930845618248,0.9784615635871887,0.014106505550444126
102,ev_nm_20_2_5_0_cnt__36,0,cnt,0,0.1056201383471489,0.980923056602478,0.012498598545789719
103,ev_nm_20_2_5_0_tone__36,0,tone,0,0.10517469793558121,0.980923056602478,0.012502375990152359
104,ev_nm_20_2_5_1_cnt__36,1,cnt,0,0.10068376362323761,0.982769250869751,0.01139888633042574
105,ev_nm_20_2_5_1_tone__36,1,tone,0,0.12305709719657898,0.9772307872772217,0.014919491484761238
106,ev_nm_20_2_5_2_cnt__36,2,cnt,0,0.15203668177127838,0.9710769057273865,0.018907729536294937
107,ev_nm_20_2_5_2_tone__36,2,tone,0,0.1443900614976883,0.9723076820373535,0.01810106821358204
108,ev_nm_20_2_5_3_cnt__36,3,cnt,0,0.1348104029893875,0.9741538166999817,0.016888458281755447
109,ev_nm_20_2_5_3_tone__36,3,tone,0,0.12858545780181885,0.9753845930099487,0.016055671498179436
110,ev_nm_20_2_5_4_cnt__36,4,cnt,0,0.1261606514453888,0.9766153693199158,0.015353525057435036
111,ev_nm_20_2_5_4_tone__36,4,tone,0,0.12711328268051147,0.9760000109672546,0.015657812356948853
112,ev_nm_20_2_10_0_cnt__36,0,cnt,0,0.08222800493240356,0.9870769381523132,0.008626907132565975
113,ev_nm_20_2_10_0_tone__36,0,tone,0,0.1140415146946907,0.9790769219398499,0.013710323721170425
114,ev_nm_20_2_10_1_cnt__36,1,cnt,0,0.13180558383464813,0.9760000109672546,0.015720108523964882
115,ev_nm_20_2_10_1_tone__36,1,tone,0,0.1119229793548584,0.979692280292511,0.013322129845619202
116,ev_nm_20_2_10_2_cnt__36,2,cnt,0,0.13932397961616516,0.9735384583473206,0.017274953424930573
117,ev_nm_20_2_10_2_tone__36,2,tone,0,0.1452578902244568,0.9710769057273865,0.018783969804644585
118,ev_nm_20_2_10_3_cnt__36,3,cnt,0,0.12272915244102478,0.9772307872772217,0.014887361787259579
119,ev_nm_20_2_10_3_tone__36,3,tone,0,0.12175576388835907,0.9766153693199158,0.015228930860757828
120,ev_nm_20_2_10_4_cnt__36,4,cnt,0,0.11373832076787949,0.979692280292511,0.013348505832254887
121,ev_nm_20_2_10_4_tone__36,4,tone,0,0.14406456053256989,0.9723076820373535,0.018053578212857246
122,ev_nm_30_1_5_0_cnt__36,0,cnt,0,0.14431892335414886,0.9729230999946594,0.017724204808473587
123,ev_nm_30_1_5_0_tone__36,0,tone,0,0.11451111733913422,0.9790769219398499,0.013711554929614067
124,ev_nm_30_1_5_1_cnt__36,1,cnt,0,0.11887761950492859,0.9784615635871887,0.014179578050971031
125,ev_nm_30_1_5_1_tone__36,1,tone,0,0.13293418288230896,0.9753845930099487,0.016130616888403893
126,ev_nm_30_1_5_2_cnt__36,2,cnt,0,0.12171608954668045,0.9772307872772217,0.014890706166625023
127,ev_nm_30_1_5_2_tone__36,2,tone,0,0.12342088669538498,0.9760000109672546,0.0156062887981534
128,ev_nm_30_1_5_3_cnt__36,3,cnt,0,0.08880365639925003,0.9846153855323792,0.010192397981882095
129,ev_nm_30_1_5_3_tone__36,3,tone,0,0.14589789509773254,0.9723076820373535,0.018086642026901245
130,ev_nm_30_1_5_4_cnt__36,4,cnt,0,0.1260572224855423,0.9760000109672546,0.01565294712781906
131,ev_nm_30_1_5_4_tone__36,4,tone,0,0.10634925961494446,0.9803076982498169,0.01289752684533596
132,ev_nm_30_1_10_0_cnt__36,0,cnt,0,0.12966473400592804,0.9747692346572876,0.016418088227510452
133,ev_nm_30_1_10_0_tone__36,0,tone,0,0.11115682870149612,0.979692280292511,0.013326982036232948
134,ev_nm_30_1_10_1_cnt__36,1,cnt,0,0.12091907858848572,0.9766153693199158,0.015219439752399921
135,ev_nm_30_1_10_1_tone__36,1,tone,0,0.09704271703958511,0.9821538329124451,0.011679260991513729
136,ev_nm_30_1_10_2_cnt__36,2,cnt,0,0.13238681852817535,0.9747692346572876,0.01646319031715393
137,ev_nm_30_1_10_2_tone__36,2,tone,0,0.13850650191307068,0.9735384583473206,0.017257941886782646
138,ev_nm_30_1_10_3_cnt__36,3,cnt,0,0.13420370221138,0.9747692346572876,0.016474643722176552
139,ev_nm_30_1_10_3_tone__36,3,tone,0,0.12825825810432434,0.9760000109672546,0.01571795344352722
140,ev_nm_30_1_10_4_cnt__36,4,cnt,0,0.1575545221567154,0.9698461294174194,0.01969688944518566
141,ev_nm_30_1_10_4_tone__36,4,tone,0,0.15301395952701569,0.9710769057273865,0.018902136012911797
142,ev_nm_30_2_5_0_cnt__36,0,cnt,0,0.1363164633512497,0.9741538166999817,0.016886087134480476
143,ev_nm_30_2_5_0_tone__36,0,tone,0,0.10958760231733322,0.9803076982498169,0.012968321330845356
144,ev_nm_30_2_5_1_cnt__36,1,cnt,0,0.13932263851165771,0.9741538166999817,0.01691923663020134
145,ev_nm_30_2_5_1_tone__36,1,tone,0,0.1025598794221878,0.9821538329124451,0.01184967253357172
146,ev_nm_30_2_5_2_cnt__36,2,cnt,0,0.11448480933904648,0.9790769219398499,0.01372241135686636
147,ev_nm_30_2_5_2_tone__36,2,tone,0,0.15175607800483704,0.9723076820373535,0.01818585954606533
148,ev_nm_30_2_5_3_cnt__36,3,cnt,0,0.12384360283613205,0.9766153693199158,0.0153020229190588
149,ev_nm_30_2_5_3_tone__36,3,tone,0,0.1236640065908432,0.9766153693199158,0.015285870060324669
150,ev_nm_30_2_5_4_cnt__36,4,cnt,0,0.11835362762212753,0.9778461456298828,0.01451937947422266
151,ev_nm_30_2_5_4_tone__36,4,tone,0,0.1486717313528061,0.9704615473747253,0.019185978919267654
152,ev_nm_30_2_10_0_cnt__36,0,cnt,0,0.11032811552286148,0.9803076982498169,0.012980002909898758
153,ev_nm_30_2_10_0_tone__36,0,tone,0,0.12725794315338135,0.9760000109672546,0.015707258135080338
154,ev_nm_30_2_10_1_cnt__36,1,cnt,0,0.11409050226211548,0.979692280292511,0.01341004017740488
155,ev_nm_30_2_10_1_tone__36,1,tone,0,0.1295233964920044,0.9760000109672546,0.015733905136585236
156,ev_nm_30_2_10_2_cnt__36,2,cnt,0,0.10701797157526016,0.980923056602478,0.012547936290502548
157,ev_nm_30_2_10_2_tone__36,2,tone,0,0.11832764744758606,0.9778461456298828,0.014425803907215595
158,ev_nm_30_2_10_3_cnt__36,3,cnt,0,0.1319931447505951,0.9747692346572876,0.016466049477458
159,ev_nm_30_2_10_3_tone__36,3,tone,0,0.12383931130170822,0.9766153693199158,0.015286527574062347
160,ev_nm_30_2_10_4_cnt__36,4,cnt,0,0.12613925337791443,0.9766153693199158,0.015350623056292534
161,ev_nm_30_2_10_4_tone__36,4,tone,0,0.1051020696759224,0.980923056602478,0.012523938901722431
162,BaseLine,0,,1,0.0,0.9760000109672546,0.05353846028447151
163,grades_only,0,,1,0.13009731471538544,0.9760000109672546,0.015731781721115112
164,ev_nm_10_1_5_0_cnt__36,0,cnt,1,0.0955459326505661,0.9833846092224121,0.010981000028550625
165,ev_nm_10_1_5_0_tone__36,0,tone,1,0.12788927555084229,0.9760000109672546,0.015659581869840622
166,ev_nm_10_1_5_1_cnt__36,1,cnt,1,0.1301974505186081,0.9753845930099487,0.016102384775877
167,ev_nm_10_1_5_1_tone__36,1,tone,1,0.10329672694206238,0.9815384745597839,0.012127943336963654
168,ev_nm_10_1_5_2_cnt__36,2,cnt,1,0.1245543509721756,0.9766153693199158,0.015320179983973503
169,ev_nm_10_1_5_2_tone__36,2,tone,1,0.13122312724590302,0.9747692346572876,0.01645657792687416
170,ev_nm_10_1_5_3_cnt__36,3,cnt,1,0.10595715045928955,0.9815384745597839,0.012177161872386932
171,ev_nm_10_1_5_3_tone__36,3,tone,1,0.12490524351596832,0.9766153693199158,0.01530217844992876
172,ev_nm_10_1_5_4_cnt__36,4,cnt,1,0.11209284514188766,0.9803076982498169,0.012996544130146503
173,ev_nm_10_1_5_4_tone__36,4,tone,1,0.1385280042886734,0.9753845930099487,0.016264822334051132
174,ev_nm_10_1_10_0_cnt__36,0,cnt,1,0.10424786806106567,0.9815384745597839,0.012226453050971031
175,ev_nm_10_1_10_0_tone__36,0,tone,1,0.14107397198677063,0.9741538166999817,0.016973799094557762
176,ev_nm_10_1_10_1_cnt__36,1,cnt,1,0.14170002937316895,0.9723076820373535,0.01803484372794628
177,ev_nm_10_1_10_1_tone__36,1,tone,1,0.1350947469472885,0.9741538166999817,0.016857154667377472
178,ev_nm_10_1_10_2_cnt__36,2,cnt,1,0.13232672214508057,0.9747692346572876,0.016461942344903946
179,ev_nm_10_1_10_2_tone__36,2,tone,1,0.1328657567501068,0.9741538166999817,0.016801713034510612
180,ev_nm_10_1_10_3_cnt__36,3,cnt,1,0.10575422644615173,0.9803076982498169,0.01288684457540512
181,ev_nm_10_1_10_3_tone__36,3,tone,1,0.1311350166797638,0.9760000109672546,0.01578296720981598
182,ev_nm_10_1_10_4_cnt__36,4,cnt,1,0.11365997046232224,0.979692280292511,0.013352302834391594
183,ev_nm_10_1_10_4_tone__36,4,tone,1,0.12005633860826492,0.9778461456298828,0.014506814070045948
184,ev_nm_10_2_5_0_cnt__36,0,cnt,1,0.14848169684410095,0.9716923236846924,0.018490387126803398
185,ev_nm_10_2_5_0_tone__36,0,tone,1,0.14672063291072845,0.9729230999946594,0.017747487872838974
186,ev_nm_10_2_5_1_cnt__36,1,cnt,1,0.1159413605928421,0.9784615635871887,0.013994209468364716
187,ev_nm_10_2_5_1_tone__36,1,tone,1,0.11710227280855179,0.9784615635871887,0.014115186408162117
188,ev_nm_10_2_5_2_cnt__36,2,cnt,1,0.0946110188961029,0.9833846092224121,0.010940252803266048
189,ev_nm_10_2_5_2_tone__36,2,tone,1,0.0984610766172409,0.982769250869751,0.011397265829145908
190,ev_nm_10_2_5_3_cnt__36,3,cnt,1,0.15017390251159668,0.9710769057273865,0.018884927034378052
191,ev_nm_10_2_5_3_tone__36,3,tone,1,0.1322777420282364,0.9747692346572876,0.016491439193487167
192,ev_nm_10_2_5_4_cnt__36,4,cnt,1,0.13383238017559052,0.9753845930099487,0.016158699989318848
193,ev_nm_10_2_5_4_tone__36,4,tone,1,0.12242234498262405,0.9772307872772217,0.01488319132477045
194,ev_nm_10_2_10_0_cnt__36,0,cnt,1,0.13056351244449615,0.9747692346572876,0.016441645100712776
195,ev_nm_10_2_10_0_tone__36,0,tone,1,0.1549273282289505,0.9698461294174194,0.01965322718024254
196,ev_nm_10_2_10_1_cnt__36,1,cnt,1,0.12021390348672867,0.9772307872772217,0.014893569983541965
197,ev_nm_10_2_10_1_tone__36,1,tone,1,0.12474917620420456,0.9766153693199158,0.015279755927622318
198,ev_nm_10_2_10_2_cnt__36,2,cnt,1,0.12464573979377747,0.9760000109672546,0.015681706368923187
199,ev_nm_10_2_10_2_tone__36,2,tone,1,0.1236138716340065,0.9772307872772217,0.014942290261387825
200,ev_nm_10_2_10_3_cnt__36,3,cnt,1,0.120547354221344,0.9772307872772217,0.014910352416336536
201,ev_nm_10_2_10_3_tone__36,3,tone,1,0.1233130544424057,0.9766153693199158,0.015285666100680828
202,ev_nm_10_2_10_4_cnt__36,4,cnt,1,0.11122366040945053,0.979692280292511,0.01330529898405075
203,ev_nm_10_2_10_4_tone__36,4,tone,1,0.11946532875299454,0.9778461456298828,0.014495857059955597
204,ev_nm_15_1_5_0_cnt__36,0,cnt,1,0.1357729732990265,0.9747692346572876,0.016511503607034683
205,ev_nm_15_1_5_0_tone__36,0,tone,1,0.13506433367729187,0.9747692346572876,0.016510365530848503
206,ev_nm_15_1_5_1_cnt__36,1,cnt,1,0.11970541626214981,0.9778461456298828,0.014526771381497383
207,ev_nm_15_1_5_1_tone__36,1,tone,1,0.13495732843875885,0.9747692346572876,0.016509829089045525
208,ev_nm_15_1_5_2_cnt__36,2,cnt,1,0.11724964529275894,0.9784615635871887,0.014155556447803974
209,ev_nm_15_1_5_2_tone__36,2,tone,1,0.1123030036687851,0.979692280292511,0.013383974321186543
210,ev_nm_15_1_5_3_cnt__36,3,cnt,1,0.13042216002941132,0.9753845930099487,0.01610102690756321
211,ev_nm_15_1_5_3_tone__36,3,tone,1,0.10565818101167679,0.980923056602478,0.012516302056610584
212,ev_nm_15_1_5_4_cnt__36,4,cnt,1,0.12877383828163147,0.9747692346572876,0.016400286927819252
213,ev_nm_15_1_5_4_tone__36,4,tone,1,0.1216096580028534,0.9766153693199158,0.015275890938937664
214,ev_nm_15_1_10_0_cnt__36,0,cnt,1,0.09838375449180603,0.9821538329124451,0.011677492409944534
215,ev_nm_15_1_10_0_tone__36,0,tone,1,0.13641315698623657,0.9741538166999817,0.01688794605433941
216,ev_nm_15_1_10_1_cnt__36,1,cnt,1,0.09200578182935715,0.984000027179718,0.010588119737803936
217,ev_nm_15_1_10_1_tone__36,1,tone,1,0.1295953243970871,0.9747692346572876,0.01642068289220333
218,ev_nm_15_1_10_2_cnt__36,2,cnt,1,0.12080279737710953,0.9778461456298828,0.014521627686917782
219,ev_nm_15_1_10_2_tone__36,2,tone,1,0.13615553081035614,0.9741538166999817,0.016857659444212914
220,ev_nm_15_1_10_3_cnt__36,3,cnt,1,0.1317329853773117,0.9760000109672546,0.015730470418930054
221,ev_nm_15_1_10_3_tone__36,3,tone,1,0.11655892431735992,0.9790769219398499,0.013745015487074852
222,ev_nm_15_1_10_4_cnt__36,4,cnt,1,0.13478364050388336,0.9747692346572876,0.016572127118706703
223,ev_nm_15_1_10_4_tone__36,4,tone,1,0.11159476637840271,0.979692280292511,0.013395545072853565
224,ev_nm_15_2_5_0_cnt__36,0,cnt,1,0.12328772991895676,0.9772307872772217,0.014907220378518105
225,ev_nm_15_2_5_0_tone__36,0,tone,1,0.12453920394182205,0.9766153693199158,0.01527048647403717
226,ev_nm_15_2_5_1_cnt__36,1,cnt,1,0.12282993644475937,0.9772307872772217,0.014946561306715012
227,ev_nm_15_2_5_1_tone__36,1,tone,1,0.13348925113677979,0.9741538166999817,0.01683075726032257
228,ev_nm_15_2_5_2_cnt__36,2,cnt,1,0.11691824346780777,0.9790769219398499,0.013819471001625061
229,ev_nm_15_2_5_2_tone__36,2,tone,1,0.13622987270355225,0.9741538166999817,0.016882458701729774
230,ev_nm_15_2_5_3_cnt__36,3,cnt,1,0.11526160687208176,0.9790769219398499,0.013741140253841877
231,ev_nm_15_2_5_3_tone__36,3,tone,1,0.1338651180267334,0.9753845930099487,0.016159603372216225
232,ev_nm_15_2_5_4_cnt__36,4,cnt,1,0.12694033980369568,0.9760000109672546,0.015684323385357857
233,ev_nm_15_2_5_4_tone__36,4,tone,1,0.13674120604991913,0.9735384583473206,0.017229050397872925
234,ev_nm_15_2_10_0_cnt__36,0,cnt,1,0.1279846429824829,0.9760000109672546,0.015693821012973785
235,ev_nm_15_2_10_0_tone__36,0,tone,1,0.1242600753903389,0.9766153693199158,0.015287305228412151
236,ev_nm_15_2_10_1_cnt__36,1,cnt,1,0.13125482201576233,0.9747692346572876,0.016420431435108185
237,ev_nm_15_2_10_1_tone__36,1,tone,1,0.11094125360250473,0.979692280292511,0.013333121314644814
238,ev_nm_15_2_10_2_cnt__36,2,cnt,1,0.11156564205884933,0.979692280292511,0.01328735426068306
239,ev_nm_15_2_10_2_tone__36,2,tone,1,0.11670694500207901,0.9784615635871887,0.014120085164904594
240,ev_nm_15_2_10_3_cnt__36,3,cnt,1,0.13220925629138947,0.9747692346572876,0.016465041786432266
241,ev_nm_15_2_10_3_tone__36,3,tone,1,0.12316696345806122,0.9778461456298828,0.014577695168554783
242,ev_nm_15_2_10_4_cnt__36,4,cnt,1,0.10916253179311752,0.980923056602478,0.012613187544047832
243,ev_nm_15_2_10_4_tone__36,4,tone,1,0.113324835896492,0.9790769219398499,0.013702835887670517
244,ev_nm_20_1_5_0_cnt__36,0,cnt,1,0.11227571219205856,0.9790769219398499,0.013697978109121323
245,ev_nm_20_1_5_0_tone__36,0,tone,1,0.10621759295463562,0.980923056602478,0.012531984597444534
246,ev_nm_20_1_5_1_cnt__36,1,cnt,1,0.13663475215435028,0.9741538166999817,0.016888851299881935
247,ev_nm_20_1_5_1_tone__36,1,tone,1,0.12100391834974289,0.9778461456298828,0.01452203094959259
248,ev_nm_20_1_5_2_cnt__36,2,cnt,1,0.10834180563688278,0.9803076982498169,0.012938199564814568
249,ev_nm_20_1_5_2_tone__36,2,tone,1,0.11742769926786423,0.9784615635871887,0.014098103158175945
