,input_option,history_len,archi,iter_no,loss,accuracy,mean squared error
243,ev_nm_0_1_10_1_rnn__3,3,rnn,2,0.1244034543633461,0.975806474685669,0.01573781855404377
244,ev_nm_0_1_10_1_lstm__3,3,lstm,2,0.1295371651649475,0.975806474685669,0.015831131488084793
245,ev_nm_0_1_10_1_gru__3,3,gru,2,0.12294663488864899,0.975806474685669,0.015707505866885185
246,ev_ex_10_1_10_0_rnn__3,3,rnn,2,0.12165939062833786,0.977150559425354,0.014942939393222332
247,ev_ex_10_1_10_0_lstm__3,3,lstm,2,0.1228485032916069,0.977150559425354,0.014952120371162891
248,ev_ex_10_1_10_0_gru__3,3,gru,2,0.12239355593919754,0.977150559425354,0.014948942698538303
249,ev_nm_30_2_10_0_rnn__3,3,rnn,2,0.12070314586162567,0.977150559425354,0.014911443926393986
250,ev_nm_30_2_10_0_lstm__3,3,lstm,2,0.1221182644367218,0.977150559425354,0.014935780316591263
251,ev_nm_30_2_10_0_gru__3,3,gru,2,0.12014918029308319,0.977150559425354,0.014904172159731388
252,ev_ex_30_1_5_0_rnn__3,3,rnn,2,0.12871862947940826,0.9747983813285828,0.016395574435591698
253,ev_ex_30_1_5_0_lstm__3,3,lstm,2,0.1296749711036682,0.9747983813285828,0.01641744375228882
254,ev_ex_30_1_5_0_gru__3,3,gru,2,0.13085749745368958,0.9747983813285828,0.016438234597444534
