,input_option,economic_inds,archi,iter_no,loss,accuracy,mean squared error
39,ev_ex_5_1_10_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,0,0.1110014095902443,0.9790769219398499,0.013668546453118324
40,ev_ex_5_1_10_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,0,0.12306924164295197,0.9772307872772217,0.014981826767325401
41,ev_ex_5_1_10_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,0,0.12273786962032318,0.9766153693199158,0.015189598314464092
42,ev_ex_5_1_10_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,0,0.11631219834089279,0.9790769219398499,0.01377062126994133
43,ev_ex_5_1_10_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,0,0.10111869871616364,0.9821538329124451,0.011800608597695827
44,ev_ex_5_2_5_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,0,0.10854081809520721,0.980923056602478,0.012383592315018177
45,ev_ex_5_2_5_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,0,0.12919799983501434,0.9753845930099487,0.016098547726869583
46,ev_ex_5_2_5_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,0,0.10305500775575638,0.9815384745597839,0.012153885327279568
47,ev_ex_5_2_5_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,0,0.11109526455402374,0.9803076982498169,0.013026190921664238
48,ev_ex_5_2_5_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,0,0.12818647921085358,0.9753845930099487,0.015979863703250885
49,ev_ex_5_2_5_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,0,0.13566242158412933,0.9747692346572876,0.01656944863498211
50,ev_ex_5_2_5_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,0,0.12902331352233887,0.9753845930099487,0.015952937304973602
51,ev_ex_5_2_5_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,0,0.12466148287057877,0.9772307872772217,0.014988468028604984
52,ev_ex_5_2_5_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,0,0.14043645560741425,0.9723076820373535,0.017895124852657318
53,ev_ex_5_2_5_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,0,0.12882639467716217,0.9760000109672546,0.01566142775118351
54,ev_ex_5_2_5_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,0,0.12967121601104736,0.9753845930099487,0.0161164291203022
55,ev_ex_5_2_5_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,0,0.112761490046978,0.9803076982498169,0.012991487979888916
56,ev_ex_5_2_5_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,0,0.11525706201791763,0.9790769219398499,0.013881588354706764
57,ev_ex_5_2_5_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,0,0.1401449590921402,0.9747692346572876,0.01685144565999508
58,ev_ex_5_2_5_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,0,0.12386807054281235,0.9753845930099487,0.015859652310609818
59,ev_ex_5_2_5_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,0,0.10690084099769592,0.980923056602478,0.012590480968356133
60,ev_ex_5_2_5_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,0,0.1273137927055359,0.9766153693199158,0.015360495075583458
61,ev_ex_5_2_5_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,0,0.1190945953130722,0.9772307872772217,0.014748227782547474
62,ev_ex_5_2_5_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,0,0.12628759443759918,0.9760000109672546,0.015642546117305756
63,ev_ex_5_2_5_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,0,0.10920264571905136,0.979692280292511,0.013084330596029758
64,ev_ex_5_2_5_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,0,0.12302771210670471,0.9766153693199158,0.015250232070684433
65,ev_ex_20_1_10_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,0,0.12689028680324554,0.9753845930099487,0.015885457396507263
66,ev_ex_20_1_10_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,0,0.12406715005636215,0.9760000109672546,0.015632472932338715
67,ev_ex_20_1_10_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,0,0.11818863451480865,0.9778461456298828,0.014671438373625278
68,ev_ex_20_1_10_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,0,0.11561264842748642,0.979692280292511,0.01341640017926693
69,ev_ex_20_1_10_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,0,0.11732745915651321,0.9784615635871887,0.01427623350173235
70,ev_ex_20_1_10_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,0,0.14157113432884216,0.9729230999946594,0.017628375440835953
71,ev_ex_20_1_10_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,0,0.1112021654844284,0.9784615635871887,0.01392500288784504
72,ev_ex_20_1_10_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,0,0.1187451109290123,0.9790769219398499,0.013987580314278603
73,ev_ex_20_1_10_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,0,0.11139601469039917,0.979692280292511,0.013317838311195374
74,ev_ex_20_1_10_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,0,0.12379192560911179,0.9766153693199158,0.015305615030229092
75,ev_ex_20_1_10_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,0,0.10428933799266815,0.980923056602478,0.012514191679656506
76,ev_ex_20_1_10_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,0,0.12732580304145813,0.9753845930099487,0.01605515368282795
77,ev_ex_20_1_10_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,0,0.1103634312748909,0.980923056602478,0.01268049143254757
78,ev_ex_20_1_10_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,0,0.14524635672569275,0.9716923236846924,0.018168240785598755
79,ev_ex_20_1_10_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,0,0.12709678709506989,0.9784615635871887,0.01416032761335373
80,ev_ex_20_1_10_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,0,0.10615864396095276,0.980923056602478,0.01256372220814228
81,ev_ex_20_1_10_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,0,0.10580004006624222,0.9803076982498169,0.012910423800349236
82,ev_ex_20_1_10_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,0,0.12943395972251892,0.9753845930099487,0.016101667657494545
83,ev_ex_20_1_10_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,0,0.11133292317390442,0.9790769219398499,0.013691382482647896
84,ev_ex_20_1_10_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,0,0.1204497367143631,0.9766153693199158,0.015092399902641773
85,ev_ex_20_1_10_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,0,0.12734076380729675,0.9766153693199158,0.015222226269543171
86,ev_nm_15_2_10_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,0,0.14451493322849274,0.9716923236846924,0.01843121089041233
87,ev_nm_15_2_10_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,0,0.13649146258831024,0.9753845930099487,0.016187841072678566
88,ev_nm_15_2_10_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,0,0.1314183473587036,0.9760000109672546,0.01585022173821926
89,ev_nm_15_2_10_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,0,0.12471159547567368,0.9760000109672546,0.015523490495979786
90,ev_nm_15_2_10_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,0,0.12992504239082336,0.9747692346572876,0.01633811555802822
91,ev_nm_15_2_10_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,0,0.15674790740013123,0.9698461294174194,0.019684961065649986
92,ev_nm_15_2_10_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,0,0.12397941946983337,0.9766153693199158,0.015043123625218868
93,ev_nm_15_2_10_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,0,0.11384686827659607,0.9790769219398499,0.013745816424489021
94,ev_nm_15_2_10_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,0,0.12656138837337494,0.9772307872772217,0.015171338804066181
95,ev_nm_15_2_10_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,0,0.12773698568344116,0.9760000109672546,0.01572238653898239
96,ev_nm_15_2_10_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,0,0.1145934984087944,0.9790769219398499,0.013645163737237453
97,ev_nm_15_2_10_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,0,0.11884397268295288,0.9784615635871887,0.014108609408140182
98,ev_nm_15_2_10_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,0,0.11733103543519974,0.9772307872772217,0.014730164781212807
99,ev_nm_15_2_10_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,0,0.11502159386873245,0.9784615635871887,0.014167070388793945
100,ev_nm_15_2_10_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,0,0.1332908272743225,0.9747692346572876,0.016551075503230095
101,ev_nm_15_2_10_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,0,0.12833350896835327,0.9760000109672546,0.015714682638645172
102,ev_nm_15_2_10_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,0,0.13491235673427582,0.9760000109672546,0.015814488753676414
103,ev_nm_15_2_10_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,0,0.11720404773950577,0.9784615635871887,0.014157592318952084
104,ev_nm_15_2_10_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,0,0.10514029860496521,0.9821538329124451,0.011861590668559074
105,ev_nm_15_2_10_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,0,0.10814038664102554,0.979692280292511,0.013257268816232681
106,ev_nm_15_2_10_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,0,0.1541418880224228,0.9723076820373535,0.018189826980233192
107,BaseLine,,,1,0.0,0.9735384583473206,0.05969230830669403
108,grades_only,,rnn,1,0.1341397613286972,0.9735384583473206,0.017192374914884567
109,ev_nm_0_2_10_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,1,0.12415310740470886,0.9766153693199158,0.015263916924595833
110,ev_nm_0_2_10_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,1,0.12614212930202484,0.9760000109672546,0.015691449865698814
111,ev_nm_0_2_10_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,1,0.11944876611232758,0.9778461456298828,0.014293472282588482
112,ev_nm_0_2_10_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,1,0.12306596338748932,0.9772307872772217,0.014948239549994469
113,ev_nm_0_2_10_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,1,0.11826625466346741,0.9772307872772217,0.014855836518108845
114,ev_nm_0_2_10_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,1,0.11641951650381088,0.9778461456298828,0.014491434209048748
115,ev_nm_0_2_10_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,1,0.12196332216262817,0.9772307872772217,0.014905113726854324
116,ev_nm_0_2_10_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,1,0.13159890472888947,0.9753845930099487,0.016106687486171722
117,ev_nm_0_2_10_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,1,0.12122998386621475,0.9784615635871887,0.014219961129128933
118,ev_nm_0_2_10_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,1,0.1359988898038864,0.9735384583473206,0.017188405618071556
119,ev_nm_0_2_10_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,1,0.11716513335704803,0.9778461456298828,0.014304890297353268
120,ev_nm_0_2_10_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,1,0.11611775308847427,0.9790769219398499,0.013756809756159782
121,ev_nm_0_2_10_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,1,0.09546443074941635,0.984000027179718,0.010775362141430378
122,ev_nm_0_2_10_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,1,0.14324656128883362,0.9729230999946594,0.0176728256046772
123,ev_nm_0_2_10_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,1,0.12237823009490967,0.9772307872772217,0.014907806180417538
124,ev_nm_0_2_10_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,1,0.1301129013299942,0.9753845930099487,0.01609203778207302
125,ev_nm_0_2_10_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,1,0.12851181626319885,0.9766153693199158,0.01570301316678524
126,ev_nm_0_2_10_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,1,0.13142740726470947,0.9760000109672546,0.015810001641511917
127,ev_nm_0_2_10_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,1,0.11518293619155884,0.9790769219398499,0.01376340165734291
128,ev_nm_0_2_10_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,1,0.1311711072921753,0.9753845930099487,0.016207540407776833
129,ev_nm_0_2_10_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,1,0.12461063265800476,0.9772307872772217,0.014932265505194664
130,ev_nm_15_2_5_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,1,0.10897239297628403,0.9803076982498169,0.012986969202756882
131,ev_nm_15_2_5_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,1,0.1459241360425949,0.9723076820373535,0.018131816759705544
132,ev_nm_15_2_5_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,1,0.14297784864902496,0.9741538166999817,0.017219888046383858
133,ev_nm_15_2_5_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,1,0.11496076732873917,0.9790769219398499,0.013723800890147686
134,ev_nm_15_2_5_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,1,0.12248602509498596,0.9766153693199158,0.015272612683475018
135,ev_nm_15_2_5_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,1,0.13993670046329498,0.9723076820373535,0.017959898337721825
136,ev_nm_15_2_5_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,1,0.11248400807380676,0.9790769219398499,0.013610264286398888
137,ev_nm_15_2_5_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,1,0.11540443450212479,0.9778461456298828,0.014243807643651962
138,ev_nm_15_2_5_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,1,0.10044226795434952,0.9821538329124451,0.011774638667702675
139,ev_nm_15_2_5_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,1,0.12174580246210098,0.9778461456298828,0.014649109914898872
140,ev_nm_15_2_5_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,1,0.09822310507297516,0.9821538329124451,0.01173639576882124
141,ev_nm_15_2_5_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,1,0.10353963822126389,0.9815384745597839,0.012189713306725025
142,ev_nm_15_2_5_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,1,0.13536004722118378,0.9735384583473206,0.01716906949877739
143,ev_nm_15_2_5_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,1,0.11605791747570038,0.9803076982498169,0.01303907111287117
144,ev_nm_15_2_5_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,1,0.12370097637176514,0.9766153693199158,0.01531589962542057
145,ev_nm_15_2_5_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,1,0.12137731164693832,0.9772307872772217,0.014932096935808659
146,ev_nm_15_2_5_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,1,0.11568765342235565,0.9784615635871887,0.014210794121026993
147,ev_nm_15_2_5_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,1,0.11653146892786026,0.9784615635871887,0.01413862407207489
148,ev_nm_15_2_5_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,1,0.12498685717582703,0.9772307872772217,0.015027687884867191
149,ev_nm_15_2_5_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,1,0.11569375544786453,0.9790769219398499,0.01352275162935257
150,ev_nm_15_2_5_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,1,0.12298598885536194,0.9766153693199158,0.015261033549904823
151,ev_ex_30_1_5_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,1,0.12345760315656662,0.9772307872772217,0.01493284571915865
152,ev_ex_30_1_5_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,1,0.10185017436742783,0.9815384745597839,0.012236726470291615
153,ev_ex_30_1_5_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,1,0.1174405887722969,0.9778461456298828,0.014487119391560555
154,ev_ex_30_1_5_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,1,0.10870592296123505,0.979692280292511,0.013296574354171753
155,ev_ex_30_1_5_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,1,0.12764623761177063,0.9753845930099487,0.016017671674489975
156,ev_ex_30_1_5_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,1,0.12452729046344757,0.9772307872772217,0.014848322607576847
157,ev_ex_30_1_5_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,1,0.1173415258526802,0.9778461456298828,0.014422370120882988
158,ev_ex_30_1_5_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,1,0.10910364985466003,0.979692280292511,0.013300319202244282
159,ev_ex_30_1_5_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,1,0.09961741417646408,0.9821538329124451,0.011757278814911842
160,ev_ex_30_1_5_1_rnn__36,[ 0 14 13  3  4 16  6 15  8  9],rnn,1,0.11341983824968338,0.9784615635871887,0.013880317099392414
161,ev_ex_30_1_5_1_rnn__36,[ 0  1  2 14 13  5  6 17 15 18],rnn,1,0.15154112875461578,0.9710769057273865,0.018817296251654625
162,ev_ex_30_1_5_1_rnn__36,[ 0 18 12  3  4  5 15 11  8  9],rnn,1,0.1230391263961792,0.9772307872772217,0.01492081768810749
163,ev_ex_30_1_5_1_rnn__36,[15  1 18 16  4  5 12  7  8  9],rnn,1,0.12743806838989258,0.9760000109672546,0.015720296651124954
164,ev_ex_30_1_5_1_rnn__36,[ 0  1 13  3 16  5  6 10 14  9],rnn,1,0.11952700465917587,0.9778461456298828,0.014554531313478947
165,ev_ex_30_1_5_1_rnn__36,[ 0 12  2  3 17  5 11 15  8 16],rnn,1,0.11795185506343842,0.9784615635871887,0.01412553247064352
166,ev_ex_30_1_5_1_rnn__36,[ 0 13  2 17  4  5  6 18 14  9],rnn,1,0.1307048499584198,0.9760000109672546,0.015797588974237442
167,ev_ex_30_1_5_1_rnn__36,[ 0 10 14 16 11 15  6  7 13 12],rnn,1,0.11806469410657883,0.9778461456298828,0.01449707243591547
168,ev_ex_30_1_5_1_rnn__36,[18  1  2 10 17  5 15 14  8 11],rnn,1,0.1299215406179428,0.9753845930099487,0.01613195799291134
169,ev_ex_30_1_5_1_rnn__36,[15 10  2  3  4  5  6  7  8 17],rnn,1,0.11929181963205338,0.9778461456298828,0.0145255820825696
170,ev_ex_30_1_5_1_rnn__36,[ 0 10  2  3 11  5 14  7 13  9],rnn,1,0.12585285305976868,0.9772307872772217,0.014734736643731594
171,ev_ex_30_1_5_1_rnn__36,[0 0 0 0 0 0 0 0 0 0],rnn,1,0.10754566639661789,0.979692280292511,0.013225843198597431
172,ev_nm_10_1_10_1_rnn__36,[ 0  1 14  3  4 18 12 10 13 16],rnn,1,0.09591776877641678,0.982769250869751,0.011345292441546917
173,ev_nm_10_1_10_1_rnn__36,[ 0  1 14 12 18 10 13 17 15  9],rnn,1,0.12120628356933594,0.9778461456298828,0.014558647759258747
174,ev_nm_10_1_10_1_rnn__36,[ 0 13  2  3 16  5 12  7  8 11],rnn,1,0.12733858823776245,0.9753845930099487,0.01610409840941429
175,ev_nm_10_1_10_1_rnn__36,[ 0 14  2 17 18  5 13 11  8 15],rnn,1,0.11937683820724487,0.9784615635871887,0.01417938806116581
176,ev_nm_10_1_10_1_rnn__36,[ 0 11  2  3 15 18  6  7 10  9],rnn,1,0.11503453552722931,0.9784615635871887,0.014097488485276699
177,ev_nm_10_1_10_1_rnn__36,[ 0 17  2 16 18 11  6 13 14  9],rnn,1,0.12600485980510712,0.9766153693199158,0.015387794934213161
178,ev_nm_10_1_10_1_rnn__36,[ 0 13 12  3  4  5  6  7 10  9],rnn,1,0.12858353555202484,0.9766153693199158,0.015258602797985077
179,ev_nm_10_1_10_1_rnn__36,[ 0  1 16 14  4 17  6  7 12 10],rnn,1,0.11616826057434082,0.9778461456298828,0.014234822243452072
180,ev_nm_10_1_10_1_rnn__36,[ 0  1  2 15 13 14 17 11  8 12],rnn,1,0.10872088372707367,0.9803076982498169,0.012983204796910286
