,input_option,history_len,archi,iter_no,loss,accuracy,mean squared error
252,ev_nm_20_1_5_1_gru__12,12,gru,1,0.10949242115020752,0.9799845814704895,0.013177839107811451
253,ev_nm_15_2_10_0_rnn__12,12,rnn,1,0.1325663924217224,0.9757505655288696,0.016048597171902657
254,ev_nm_15_2_10_0_lstm__12,12,lstm,1,0.13042663037776947,0.9757505655288696,0.015959981828927994
255,ev_nm_15_2_10_0_gru__12,12,gru,1,0.13456229865550995,0.9757505655288696,0.01598994992673397
256,BaseLine,12,,2,0.0,0.9719014763832092,0.07197844237089157
257,grades_only,12,rnn,2,0.14178335666656494,0.9719014763832092,0.018248794600367546
258,ev_ex_15_2_5_1_rnn__12,12,rnn,2,0.1360229253768921,0.973825991153717,0.017033804208040237
259,ev_ex_15_2_5_1_lstm__12,12,lstm,2,0.133650541305542,0.973825991153717,0.017009127885103226
260,ev_ex_15_2_5_1_gru__12,12,gru,2,0.1359623521566391,0.973825991153717,0.017092226073145866
261,ev_nm_15_2_5_1_rnn__12,12,rnn,2,0.13197986781597137,0.9757505655288696,0.016152776777744293
262,ev_nm_15_2_5_1_lstm__12,12,lstm,2,0.12939879298210144,0.9757505655288696,0.01588602550327778
263,ev_nm_15_2_5_1_gru__12,12,gru,2,0.12954992055892944,0.9757505655288696,0.015901057049632072
264,ev_nm_15_2_5_0_rnn__12,12,rnn,2,0.13229215145111084,0.9761354923248291,0.015716223046183586
265,ev_nm_15_2_5_0_lstm__12,12,lstm,2,0.12733367085456848,0.9761354923248291,0.015597439371049404
266,ev_nm_15_2_5_0_gru__12,12,gru,2,0.13035796582698822,0.9761354923248291,0.0156631488353014
267,ev_ex_5_2_10_0_rnn__12,12,rnn,2,0.12073186039924622,0.9769052863121033,0.015072385780513287
268,ev_ex_5_2_10_0_lstm__12,12,lstm,2,0.1211310550570488,0.9769052863121033,0.015073024667799473
269,ev_ex_5_2_10_0_gru__12,12,gru,2,0.12027069181203842,0.9769052863121033,0.015087779611349106
270,ev_ex_10_2_10_0_rnn__12,12,rnn,2,0.13692274689674377,0.9742109179496765,0.016851546242833138
271,ev_ex_10_2_10_0_lstm__12,12,lstm,2,0.13450586795806885,0.9742109179496765,0.016828104853630066
272,ev_ex_10_2_10_0_gru__12,12,gru,2,0.13338260352611542,0.9742109179496765,0.01678907871246338
273,ev_ex_30_1_5_0_rnn__12,12,rnn,2,0.1361684650182724,0.9734411239624023,0.017295775935053825
274,ev_ex_30_1_5_0_lstm__12,12,lstm,2,0.13583549857139587,0.9734411239624023,0.01728890836238861
275,ev_ex_30_1_5_0_gru__12,12,gru,2,0.13403382897377014,0.9734411239624023,0.017251577228307724
276,ev_nm_0_2_10_0_rnn__12,12,rnn,2,0.14670662581920624,0.973825991153717,0.01722758635878563
277,ev_nm_0_2_10_0_lstm__12,12,lstm,2,0.14114615321159363,0.973825991153717,0.017141059041023254
278,ev_nm_0_2_10_0_gru__12,12,gru,2,0.14439432322978973,0.973825991153717,0.017187045887112617
279,ev_nm_20_2_5_1_rnn__12,12,rnn,2,0.13648152351379395,0.974595844745636,0.016739655286073685
280,ev_nm_20_2_5_1_lstm__12,12,lstm,2,0.13747359812259674,0.974595844745636,0.016670342534780502
281,ev_nm_20_2_5_1_gru__12,12,gru,2,0.1370537430047989,0.974595844745636,0.016750825569033623
282,ev_nm_15_2_5_0_rnn__12,12,rnn,2,0.13573583960533142,0.974595844745636,0.016717471182346344
283,ev_nm_15_2_5_0_lstm__12,12,lstm,2,0.13491316139698029,0.974595844745636,0.016606559976935387
284,ev_nm_15_2_5_0_gru__12,12,gru,2,0.13576596975326538,0.974595844745636,0.016648299992084503
285,ev_ex_10_2_10_1_rnn__12,12,rnn,2,0.13049821555614471,0.9749807715415955,0.016353759914636612
286,ev_ex_10_2_10_1_lstm__12,12,lstm,2,0.1284884661436081,0.9749807715415955,0.016286350786685944
287,ev_ex_10_2_10_1_gru__12,12,gru,2,0.13098469376564026,0.9749807715415955,0.016334183514118195
288,BaseLine,6,,0,0.0,0.9764912128448486,0.06561403721570969
289,grades_only,6,rnn,0,0.11976047605276108,0.9764912128448486,0.015263096429407597
290,ev_nm_15_1_10_0_rnn__6,6,rnn,0,0.12751463055610657,0.9764912128448486,0.015463162213563919
291,ev_nm_15_1_10_0_lstm__6,6,lstm,0,0.1246454268693924,0.9764912128448486,0.01538617629557848
292,ev_nm_15_1_10_0_gru__6,6,gru,0,0.12476374953985214,0.9764912128448486,0.015385999344289303
293,ev_nm_15_2_10_0_rnn__6,6,rnn,0,0.13747085630893707,0.9736841917037964,0.017249464988708496
294,ev_nm_15_2_10_0_lstm__6,6,lstm,0,0.1373864859342575,0.9736841917037964,0.01717158779501915
295,ev_nm_15_2_10_0_gru__6,6,gru,0,0.13679130375385284,0.9736841917037964,0.017178678885102272
296,ev_ex_15_2_10_1_rnn__6,6,rnn,0,0.1218484416604042,0.9771929979324341,0.014935405924916267
297,ev_ex_15_2_10_1_lstm__6,6,lstm,0,0.11787236481904984,0.9771929979324341,0.014830774627625942
298,ev_ex_15_2_10_1_gru__6,6,gru,0,0.11859621107578278,0.9771929979324341,0.014861329458653927
299,ev_nm_0_2_10_0_rnn__6,6,rnn,0,0.11925867199897766,0.977543830871582,0.014706851914525032
300,ev_nm_0_2_10_0_lstm__6,6,lstm,0,0.12108412384986877,0.9768421053886414,0.014939477667212486
301,ev_nm_0_2_10_0_gru__6,6,gru,0,0.12129001319408417,0.977543830871582,0.014853361994028091
